"Povolani";"Pocet_zamestnancu_v_tis";"Kc_mes_median";"Kc_mes_1_decil";"Kc_mes_1_kvartil";"Kc_mes_3_kvartil";"Kc_mes_9_decil";"Kc_mes_prumer";"odmeny_%";"priplatky_%";"nahrady_%";"hod_mes";"CZ_ISCO";"Kategorie_zamestnani_CZ_ISCO";"Dataset"
"6";"Ridici Pracovnici V Oblasti Reklamy A Styku S Verejnosti";0.1971;82202.828;38248.636;51254.5546;135795.487;218968.1326;108677.1674;25.83;2.29;5.9;169.421;"1222";"1222 ridici pracovnici v oblasti reklamy a styku s verejnosti ";"Soukroma_sfera"
"60";"Sociologove, Antropologove A Specialiste V Pribuznych Oborech";0.196;30559.7167;19308.9157;23896.6885;40540.5748;54326.5384;34326.5481;6.04;0.53;4.94;174.4663;"2632";"2632 Sociologove, antropologove a specialiste v pribuznych oborech";"Soukroma_sfera"
"400";"Recepcni V Hotelich A Dalsich Ubytovacich Zarizenich";0.1905;19739.9969;15125.5651;17097.3125;22525.9687;25019.6996;19939.214;2.79;23.28;7.84;169.363;"4224";"4224 Recepcni v hotelich a dalsich ubytovacich zarizenich";"Verejna_sfera"
"338";"Strojirensti Technici";0.1833;27134.2442;19776.9718;23038.9665;29168.282;32502.1506;26490.4063;2.85;17.9;7.42;174.4012;"3115";"3115 Strojirensti technici";"Verejna_sfera"
"259";"Ridici Pracovnici V Oblasti Stravovacich Sluzeb";0.1786;30979.4289;22333.3659;25871.5695;36188.6517;39244.5726;31406.9672;7.87;25.35;4.88;174.4487;"1412";"1412 ridici pracovnici v oblasti stravovacich sluzeb";"Verejna_sfera"
"249";"Ridici Pracovnici Ve Stavebnictvi A Zememerictvi";0.1714;39318.479;26822.1897;32500.7607;46335.7719;54235.3127;40421.7911;11.16;25.06;5.34;173.3311;"1323";"1323 ridici pracovnici ve stavebnictvi a zememerictvi";"Verejna_sfera"
"262";"Fyzici A Astronomove";0.1685;35616.6858;21184.8127;26519.7549;45301.8217;51734.2991;36772.6653;4.99;22.63;6.88;175.2101;"2111";"2111 Fyzici a astronomove";"Verejna_sfera"
"457";"Truhlari (krome Stavebnich) A Pracovnici V Pribuznych Oborech";0.1684;20185.437;16452.0621;17732.4851;22747.7036;24493.3887;20447.1951;4.74;14.65;5.85;175.6159;"7522";"7522 Truhlari (krome stavebnich) a pracovnici v pribuznych oborech";"Verejna_sfera"
"390";"Technici V Oblasti Telekomunikaci A Radiokomunikaci";0.1632;27302.4809;24191.6842;25613.2507;29337.3554;31657.0567;27471.0308;2.1;19.22;7.18;171.5088;"3522";"3522 Technici v oblasti telekomunikaci a radiokomunikaci";"Verejna_sfera"
"193";"Obsluha Stroju A Zarizeni Na Vyrobu A Zpracovani Fotografickych Materialu";0.1582;19107.2582;14214.7914;16467.7894;24121.0551;28496.5167;20516.4987;16.03;5.63;5.68;165.1424;"8132";"8132 Obsluha stroju a zarizeni na vyrobu a zpracovani fotografickych materialu";"Soukroma_sfera"
"482";"Pracovnici Odvozu A Recyklace Odpadu";0.1578;16290.2498;12301.5;14346.9367;19366.0577;22600.7014;16921.1822;3.54;14.88;7.99;176.7567;"9611";"9611 Pracovnici odvozu a recyklace odpadu";"Verejna_sfera"
"379";"Atleti A Ostatni Profesionalni Sportovci";0.1536;26089.6888;18502.8482;23180.2858;32274.504;39009.8773;28798.1782;6.18;13.72;4.15;174.8751;"3421";"3421 Atleti a ostatni profesionalni sportovci";"Verejna_sfera"
"446";"Mechanici A Opravari Zemedelskych, Prumyslovych A Jinych Stroju A Zarizeni";0.1501;21076.5639;15970.8333;18194.0955;24685.7712;27901.3164;21673.6944;5.11;17.91;5.47;176.2833;"7233";"7233 Mechanici a opravari zemedelskych, prumyslovych a jinych stroju a zarizeni";"Verejna_sfera"
"427";"Pracovnici Pece O Deti V Mimoskolskych Zarizenich A Domacnostech";0.1485;17900.2243;12393;15547.6666;20458.5466;23792.6907;18260.534;2.65;17.34;4.02;174.2537;"5311";"5311 Pracovnici pece o deti v mimoskolskych zarizenich a domacnostech";"Verejna_sfera"
"315";"Specialiste V Oblasti Bezpecnosti Dat A Pribuzni Pracovnici";0.1481;36440.3185;27565.47;30915.4031;44990.68;56251.0741;39410.7619;14.68;22.16;6.66;171.7472;"2529";"2529 Specialiste v oblasti bezpecnosti dat a pribuzni pracovnici";"Verejna_sfera"
"284";"Zubni Lekari";0.145;49486.6203;29674.4675;39295.7459;60181.8139;78466.7615;52538.0155;7.68;18.77;5.55;181.1336;"2261";"2261 Zubni lekari";"Verejna_sfera"
"478";"Manipulacni A Ostatni Pomocni Delnici Ve Vyrobe";0.1435;16783.5;11280;13676.6233;20186.6507;23090.8474;17028.5483;4.61;13.6;6.26;174.9506;"9329";"9329 Manipulacni a ostatni pomocni delnici ve vyrobe";"Verejna_sfera"
"90";"Zdravotnicti Zachranari";0.1432;27432.5889;22384.4932;24926.8876;29418.4984;32406.5371;27347.2512;9.63;17.61;6.59;171.9344;"3258";"3258 Zdravotnicti zachranari";"Soukroma_sfera"
"475";"Pomocni Pracovnici V Lesnictvi A Myslivosti";0.1411;16154.9758;11033.5;13485;18683.7065;21369.8039;16304.1611;8.92;9.75;6.02;177.2792;"9215";"9215 Pomocni pracovnici v lesnictvi a myslivosti";"Verejna_sfera"
"185";"Strelmistri";0.1397;36134.2086;31335.3205;33589.5625;38405.4955;41636.9478;36009.2609;15.11;7.53;12.65;174.2305;"7542";"7542 Strelmistri";"Soukroma_sfera"
"65";"Moderatori V Rozhlasu, Televizi A Ostatni Moderatori";0.1385;39242.3558;29215.4624;31522.8327;51207.186;70660.7431;46435.441;10.59;6.93;6.77;172.1731;"2656";"2656 Moderatori v rozhlasu, televizi a ostatni moderatori";"Soukroma_sfera"
"396";"Inkasiste Pohledavek A Pribuzni Pracovnici";0.1348;24457.1087;20801.2055;22723.3689;27090.8764;29397.4543;25299.8575;7.51;11.62;6.1;173.4753;"4214";"4214 Inkasiste pohledavek a pribuzni pracovnici";"Verejna_sfera"
"328";"Vytvarni Umelci";0.1336;21440.6591;16021.8333;18802.9971;26143.0245;33199.2428;23302.1812;3.83;11.35;4.99;173.4345;"2651";"2651 Vytvarni umelci";"Verejna_sfera"
"263";"Meteorologove";0.1325;30961.0496;23355.5627;25697.3908;35173.5905;38832.6262;30972.5523;0.43;22.01;5.68;169.209;"2112";"2112 Meteorologove";"Verejna_sfera"
"468";"Obsluha Zeleznicnich, Zemnich A Pribuznych Stroju A Zarizeni";0.1325;22445.9058;17656.3161;19934.936;25510.3454;27415.8399;22934.004;5.39;21;5.26;177.8856;"8342";"8342 Obsluha zeleznicnich, zemnich a pribuznych stroju a zarizeni";"Verejna_sfera"
"442";"Maliri (vcetne Stavebnich Lakyrniku A Nateracu), Tapetari";0.122;19674.5607;16266.8965;17825.956;21559.418;24003.2922;19877.4963;2.29;13.86;5.6;176.9085;"7131";"7131 Maliri (vcetne stavebnich lakyrniku a nateracu), tapetari";"Verejna_sfera"
"244";"Ridici Pracovnici V Oblasti Obchodu, Marketingu A V Pribuznych Oblastech";0.1179;40405.4242;23556.4048;28435.2333;53437.2832;73707.8461;44861.2836;13.7;31.65;5.95;174.3454;"1221";"1221 ridici pracovnici v oblasti obchodu, marketingu a v pribuznych oblastech ";"Verejna_sfera"
"238";"Predstavitele Samospravy";0.1114;45345.9588;31611.9701;40257.618;52251.4236;59270.135;45922.8335;7;26;5;173.5462;"1113";"1113 Predstavitele samospravy";"Verejna_sfera"
"273";"Inzenyri Elektrotechnici A Energetici";0.1093;31068.1907;25173.146;27641.4083;34505.7064;41005.7432;31808.4006;1.99;20.91;6.43;173.5239;"2151";"2151 Inzenyri elektrotechnici a energetici ";"Verejna_sfera"
"454";"Mechanici A Opravari Elektronickych Pristroju";0.1073;27187.1012;20277.8234;24264.0996;30456.9148;33297.9412;27118.3182;3.94;23.05;5.68;183.8768;"7421";"7421 Mechanici a opravari elektronickych pristroju";"Verejna_sfera"
"381";"Fotografove";0.1055;22631.3974;17271.0598;19529.1062;27776.7411;33321.3395;24290.3328;5.17;15.04;5.6;173.9578;"3431";"3431 Fotografove";"Verejna_sfera"
"337";"Technici Elektronici";0.1037;26225.2548;19169.1035;22389.4575;30037.0253;35728.7154;27145.057;3.43;20.15;5.14;174.2904;"3114";"3114 Technici elektronici";"Verejna_sfera"
"465";"Ridici Autobusu, Trolejbusu A Tramvaji";0.1034;26525.0579;18312.6666;21645.2431;31473.1494;34507.2167;26489.6976;3.57;19.18;5.43;191.0796;"8331";"8331 ridici autobusu, trolejbusu a tramvaji";"Verejna_sfera"
"245";"Ridici Pracovnici V Oblasti Reklamy A Styku S Verejnosti";0.1024;45799.404;23061.9904;31125.6679;61678.3781;78864.5071;48322.0969;14.6;30.82;6.08;173.6714;"1222";"1222 ridici pracovnici v oblasti reklamy a styku s verejnosti ";"Verejna_sfera"
"382";"Aranzeri A Pribuzni Pracovnici";0.1002;21287.571;16883.9055;18296.6449;26401.8361;32004.0334;22949.6515;5.06;13.06;5.61;173.5165;"3432";"3432 Aranzeri a pribuzni pracovnici";"Verejna_sfera"
"474";"Pomocni Pracovnici V Zahradnictvi";0.0953;16412.1622;10947.2304;12826.0316;18808.9383;22048.4182;16348.2079;9.69;11.23;6.35;175.43;"9214";"9214 Pomocni pracovnici v zahradnictvi";"Verejna_sfera"
"333";"Vykonni Umelci A Pribuzni Specialiste Jinde Neuvedeni";0.0949;22887.0077;17915.872;19370.4953;25711.8599;29307.2381;23488.8733;6.61;13.39;1.96;173.6323;"2659";"2659 Vykonni umelci a pribuzni specialiste jinde neuvedeni ";"Verejna_sfera"
"435";"Pestitele Zemedelskych Plodin";0.0942;15630;12038.7037;13879;17517.0643;19330;15823.6134;2.39;6.38;3.66;174.8701;"6111";"6111 Pestitele zemedelskych plodin ";"Verejna_sfera"
"439";"Tesari A Stavebni Truhlari";0.0907;20495.202;16924.6792;18080.3105;22338.8427;25273.6222;20756.5172;5.38;14.57;4.7;176.3782;"7115";"7115 Tesari a stavebni truhlari";"Verejna_sfera"
"398";"Pracovnici V Zakaznickych Kontaktnich Centrech";0.087;20492.1157;15871.8303;17192.6685;24158.1236;31559.5941;22223.3539;7.33;14.46;6.73;174.2581;"4222";"4222 Pracovnici v zakaznickych kontaktnich centrech";"Verejna_sfera"
"289";"Specialiste V Oblasti Audiologie A Recove Terapie";0.0826;31916.2292;23968.9916;26298.0755;37213.9676;42669.0378;32616.9251;2.85;12.63;4.95;173.59;"2266";"2266 Specialiste v oblasti audiologie a recove terapie";"Verejna_sfera"
"395";"Pokladnici Ve Financnich Institucich, Na Postach A Pracovnici V Pribuznych Oborech";0.0767;22289.5808;15621.807;18400.9789;25858.2809;30127.4146;22674.2831;6.28;14.6;6.44;174.347;"4211";"4211 Pokladnici ve financnich institucich, na postach a pracovnici v pribuznych oborech";"Verejna_sfera"
"351";"Odborni Pracovnici V Oblasti Zubni Techniky, Ortotiky A Protetiky";0.0722;26432.5751;20435.4949;23686.6417;30184.2582;33782.2233;27097.7868;7.95;9.54;4.54;172.9527;"3214";"3214 Odborni pracovnici v oblasti zubni techniky, ortotiky a protetiky";"Verejna_sfera"
"449";"Pracovnici V Oblasti Umeleckych A Tradicnich Remesel Jinde Neuvedeni";0.069;20860.4772;16968.212;19120.5545;23813.3498;25484.1793;21209.4376;4.12;14.14;2.58;174.7924;"7319";"7319 Pracovnici v oblasti umeleckych a tradicnich remesel jinde neuvedeni";"Verejna_sfera"
"397";"Pracovnici Cestovniho Ruchu (krome Pruvodcu)";0.0685;22680.1843;16049.8374;18295.5577;28449.5155;32417.8927;23731.4372;3.53;19.27;7.57;173.4734;"4221";"4221 Pracovnici cestovniho ruchu (krome pruvodcu)";"Verejna_sfera"
"447";"Vyrobci, Mechanici A Opravari Presnych Pristroju A Zarizeni";0.0662;23453.8003;18526.839;21974.4741;27043.7659;30387.2202;24219.1087;2.74;20.34;6.19;181.2519;"7311";"7311 Vyrobci, mechanici a opravari presnych pristroju a zarizeni";"Verejna_sfera"
"448";"Tradicni Zpracovatele Dreva, Prouti A Pribuznych Materialu";0.0648;19626.5574;16080.0979;18610.3722;23193.8233;25203.3845;20716.8462;2.98;12.23;2.22;173.7888;"7317";"7317 Tradicni zpracovatele dreva, prouti a pribuznych materialu";"Verejna_sfera"
"258";"Ridici Pracovnici V Oblasti Ubytovacich Sluzeb";0.0642;36940.121;23047.0732;27380.733;46687.5363;52203.0412;37026.8838;6.3;30.92;7.5;174.8798;"1411";"1411 ridici pracovnici v oblasti ubytovacich sluzeb";"Verejna_sfera"
"297";"Lektori A Ucitele Jazyku Na Ostatnich Skolach";0.0642;26818.85;21292.0192;24242.7168;29704.7961;32145.6837;26567.3291;0.51;8.16;6.27;173.7369;"2353";"2353 Lektori a ucitele jazyku na ostatnich skolach";"Verejna_sfera"
"316";"Advokati, Statni Zastupci A Pribuzni Pracovnici";0.0633;21515.5545;18750.2968;19929;23582.8782;28793.3963;23079.5098;7.14;5.2;5.19;173.272;"2611";"2611 Advokati, statni zastupci a pribuzni pracovnici";"Verejna_sfera"
"347";"Piloti, Navigatori A Palubni Technici";0.0606;35725.0695;23343.9425;30921.6557;40069.1373;56386.1508;36772.7301;3.41;27.95;4.43;170.7713;"3153";"3153 Piloti, navigatori a palubni technici";"Verejna_sfera"
"239";"Nejvyssi Predstavitele Politickych, Zajmovych A Pribuznych Organizaci";0.0547;49673.2352;29883.8052;41181.796;69109.729;80448.0738;54295.8046;13.87;33.28;5.91;173.4819;"1114";"1114 Nejvyssi predstavitele politickych, zajmovych a pribuznych organizaci";"Verejna_sfera"
"450";"Pracovnici Konecne Upravy Tisku A Vazaci Knih";0.0546;19108.7653;15153.1105;16367.7711;22403.1867;25831.3631;20118.2006;5.13;11.08;5.19;176.0297;"7323";"7323 Pracovnici konecne upravy tisku a vazaci knih";"Verejna_sfera"
"418";"Kadernici";0.0509;17539.3971;14992.1666;16639.7295;19780.4774;22218.0825;18134.8901;1.95;11.36;0.94;175.372;"5141";"5141 Kadernici";"Verejna_sfera"
"480";"Pracovnici Pro Pripravu Rychleho Obcerstveni";0.0497;13429.7923;11796.4705;12612.3217;15191.6422;16550.8622;14248.8427;2.17;6.65;3.79;173.9893;"9411";"9411 Pracovnici pro pripravu rychleho obcerstveni ";"Verejna_sfera"
"248";"Ridici Pracovnici V Prumyslove Vyrobe";0.0494;40125.8262;29094.6138;35229.73;48785.8567;63584.4159;44310.0568;13.96;27.75;4.82;172.8874;"1321";"1321 ridici pracovnici v prumyslove vyrobe";"Verejna_sfera"
"477";"Delnici V Oblasti Vystavby Budov";0.0491;18323.1666;13490.6666;15254.3212;20994.6931;23264.1416;18497.6149;4.19;15.14;6.35;175.117;"9313";"9313 Delnici v oblasti vystavby budov";"Verejna_sfera"
"362";"Obchodni Zastupci";0.0486;23061.316;20625.8619;21006.0083;23825.252;27262.5032;23044.3117;1.44;3.34;5.2;173.3308;"3322";"3322 Obchodni zastupci";"Verejna_sfera"
"453";"Monteri A Opravari Elektrickych Vedeni";0.0477;23984.0823;20076.5;21594.2455;27765.0543;31059.7331;24744.1099;4.93;20.06;5.31;178.7285;"7413";"7413 Monteri a opravari elektrickych vedeni";"Verejna_sfera"
"483";"Tridici Odpadu";0.0447;13911.6666;9904.8333;10232.9643;18816.481;21330.776;15083.3297;6.2;8.22;9.42;173.8375;"9612";"9612 Tridici odpadu";"Verejna_sfera"
"417";"Barmani A Pribuzni Pracovnici";0.0446;17943.4036;15809;16469.6666;19280.4833;20205.3616;18031.904;6.82;16.22;6.29;177.2419;"5132";"5132 Barmani a pribuzni pracovnici";"Verejna_sfera"
"469";"Obsluha Jerabu, Zdvihacich A Podobnych Manipulacnich Zarizeni";0.0437;21980.2045;18352.0022;19535.222;24244.2251;26159.0691;22369.8903;3.45;20.18;6.64;184.0175;"8343";"8343 Obsluha jerabu, zdvihacich a podobnych manipulacnich zarizeni";"Verejna_sfera"
"327";"Prekladatele, Tlumocnici A Jazykovedci";0.0432;29577.4322;21918.9661;25172.5261;32318.0336;36060.2098;29018.2202;2.83;19.37;8.02;171.1469;"2643";"2643 Prekladatele, tlumocnici a jazykovedci";"Verejna_sfera"
"473";"Ostatni Pracovnici Pro Rucni Cisteni";0.0429;12122.1757;10232.6666;10572.3333;17499.8194;22583.7004;14276.4514;7.75;6.86;8.87;173.5141;"9129";"9129 Ostatni pracovnici pro rucni cisteni ";"Verejna_sfera"
"485";"Kuryri, Dorucovatele Baliku A Nosici Zavazadel";0.0395;16598.3333;11249.1666;13177.7083;19656.5;20196.5;16424.134;4.12;12.23;6.69;173.8713;"9621";"9621 Kuryri, dorucovatele baliku a nosici zavazadel";"Verejna_sfera"
"455";"Mechanici A Opravari Informacnich A Komunikacnich Technologii";0.0389;22504.1286;17043;18163.9803;26557.8035;32540.6903;22846.2817;2.63;22.19;4.64;175.2901;"7422";"7422 Mechanici a opravari informacnich a komunikacnich technologii";"Verejna_sfera"
"460";"Calounici A Pribuzni Pracovnici";0.0382;20982.131;16067.7453;18515.5931;22528.7153;26525.3552;21169.8159;4.92;15.4;4.42;174.9752;"7534";"7534 calounici a pribuzni pracovnici";"Verejna_sfera"
"443";"Pracovnici Na Zpracovani Plechu";0.0373;22202.5752;17187.0253;19877.7329;23210.3313;24210.7876;21679.4893;2.58;15.88;7.17;174.9958;"7213";"7213 Pracovnici na zpracovani plechu ";"Verejna_sfera"
"275";"Stavebni Architekti";0.0371;29335.488;21499.9859;27384.6607;31736.97;43360.291;30263.1628;3.28;11.49;5.82;172.869;"2161";"2161 Stavebni architekti";"Verejna_sfera"
"302";"Financni A Investicni Poradci A Pribuzni Specialiste";0.0368;28728.199;24176.671;25989.3288;36088.4038;40484.8742;31293.8907;6.01;20.29;6.63;173.8276;"2412";"2412 Financni a investicni poradci a pribuzni specialiste";"Verejna_sfera"
"276";"Prumyslovi A Produktovi Designeri, Módni Navrhari";0.0363;22907.9089;17330.2051;20564.723;26477.8324;29459.1013;23518.2225;5.35;15.23;2.51;177.2783;"2163";"2163 Prumyslovi a produktovi designeri, módni navrhari";"Verejna_sfera"
"456";"Pekari, Cukrari (krome Sefcukraru) A Vyrobci Cukrovinek";0.0349;18903.3333;14767.7939;16006;20916.9589;25360.1479;19150.6472;4;18.13;4.64;173.7048;"7512";"7512 Pekari, cukrari (krome sefcukraru) a vyrobci cukrovinek ";"Verejna_sfera"
